age,salary,credit_score,employment_months,existing_emi,loan_amount,default_history,missed_payments,bank_balance,loan_purpose,approved
33,77855,765,28,1289,165997,0,1,165522,Car,1
46,136308,605,37,6586,151338,0,2,718328,Personal,1
21,154991,694,18,889,217822,0,1,405673,Business,1
36,160718,742,73,6284,295227,0,3,76933,Personal,1
41,60663,605,87,766,98345,0,0,167966,Education,0
39,138419,616,51,5447,155148,0,0,271479,Personal,1
49,40997,676,39,2211,48520,0,0,79666,Education,0
44,39507,584,28,2258,41439,0,0,36897,Personal,0
48,119064,575,134,4004,393542,1,4,499981,Car,0
32,107846,633,41,1447,269330,0,0,297058,Business,1
51,166997,594,73,4884,1378590,0,1,21970,Home,0
60,52783,628,129,503,190770,1,2,257416,Car,0
28,179061,660,156,7884,324442,0,1,478497,Car,1
29,143675,760,67,3425,275534,0,0,504869,Personal,1
56,145967,697,117,2713,100530,0,0,338697,Personal,1
38,51808,672,128,247,45490,0,2,212745,Car,1
57,138952,565,92,5596,884929,0,1,651232,Home,0
35,169145,532,79,6743,132440,0,0,228434,Personal,0
57,79988,630,19,613,227854,1,4,374054,Car,0
42,192114,709,59,2775,364129,0,1,450111,Business,1
43,55683,787,15,1902,56364,0,0,208186,Medical,1
59,54106,678,41,1489,81944,0,1,330960,Personal,0
36,59739,769,92,2092,33270,0,0,16002,Medical,1
29,39061,598,14,954,183794,0,0,65951,Business,0
35,170559,674,162,3181,389513,0,0,302661,Car,1
45,43232,558,135,1034,61124,0,0,51538,Personal,0
21,71741,618,13,190,422435,0,2,67772,Home,1
48,53754,744,137,1853,150418,0,2,75104,Car,1
34,163001,625,101,1699,140904,0,1,206134,Personal,1
54,129802,602,254,6303,390989,1,3,374251,Business,0
18,69075,589,249,2570,95202,1,6,130205,Personal,0
31,71723,719,37,1545,502157,0,2,271244,Home,1
20,161192,708,126,1764,182611,0,0,232825,Medical,1
30,97544,661,164,987,737384,0,0,324566,Home,1
43,76277,663,106,4568,284529,0,0,220274,Business,0
38,182376,559,100,1509,169782,1,4,778649,Personal,1
37,34284,606,93,1012,210538,0,2,89357,Home,0
38,47642,714,28,1806,57438,0,3,87259,Personal,0
42,57788,672,51,287,40937,1,2,15116,Education,0
28,63439,668,225,2218,345329,0,1,7356,Home,1
48,68751,706,45,437,87128,0,3,341890,Medical,1
48,90367,630,88,1560,455182,0,1,488911,Home,1
45,155944,770,37,5439,213446,0,0,581807,Personal,1
47,110751,559,165,1622,685519,1,3,214211,Home,0
44,42331,716,62,970,186359,0,0,139339,Business,1
64,100425,703,34,1253,119763,1,5,463681,Personal,1
39,55109,684,50,465,162925,1,4,129172,Business,0
36,63521,492,70,3167,63232,1,2,254192,Personal,0
31,167738,690,17,1180,885673,0,1,505708,Business,1
28,123549,618,223,5451,142488,0,1,61748,Personal,0
25,181335,760,89,4104,279541,0,0,287062,Personal,1
29,89997,595,68,246,410024,0,0,80984,Home,1
39,34602,708,94,1511,42740,0,0,62844,Personal,0
44,50038,621,66,426,250576,0,1,18834,Business,1
41,172717,544,158,7558,150669,0,1,847231,Medical,0
31,144659,651,81,5589,1405189,0,1,366102,Home,1
51,130651,703,63,2061,111182,0,2,736569,Personal,1
49,161762,644,87,5881,698031,0,1,232291,Car,1
38,124871,664,63,5135,556958,1,3,347682,Business,0
32,98007,683,60,1752,86698,0,0,193008,Medical,1
47,100501,702,36,5040,244240,0,2,132484,Car,1
42,42593,596,55,1981,211695,1,4,84610,Business,0
23,145589,773,41,6464,516149,0,0,24970,Home,1
39,69319,615,127,4173,274133,1,4,101668,Business,0
43,22705,689,68,1069,119303,0,4,103393,Business,0
29,90514,758,90,3411,301602,0,0,101249,Car,1
42,110948,601,108,1986,643013,0,4,340807,Home,1
23,108615,688,53,3527,347229,0,0,194614,Home,1
56,198257,615,90,6445,179286,0,2,549190,Personal,1
55,135173,583,37,1510,417443,1,2,130311,Car,0
37,153967,755,154,4357,133843,0,3,474373,Personal,1
44,184113,662,150,5817,1361748,1,2,763156,Home,0
18,78705,645,77,4259,341839,0,0,155888,Business,0
26,161626,634,82,7372,277314,0,0,444576,Personal,0
36,68240,633,85,3283,48735,0,0,217156,Personal,0
27,64293,542,180,1004,264915,0,0,259400,Car,0
49,119953,747,30,3741,253005,0,4,598518,Car,1
64,101403,708,158,5109,651756,0,0,343920,Home,1
26,179733,523,127,11511,227762,1,4,23172,Personal,0
30,76708,668,45,4023,75373,0,0,323542,Personal,1
43,73624,698,123,2366,218860,0,0,91689,Car,1
59,86309,673,86,1863,303285,0,1,62893,Business,1
25,33618,706,67,316,138598,0,2,124290,Home,1
43,37088,726,145,1026,96975,0,0,36652,Car,1
62,101619,654,62,2292,548065,0,1,220640,Home,0
20,189909,677,63,319,451030,1,3,562557,Car,1
25,48826,616,157,3174,72815,0,1,180378,Personal,0
35,110870,822,100,3552,390390,0,1,310543,Home,1
34,178848,791,102,4460,195886,0,2,458456,Personal,1
50,64565,611,58,3130,359073,1,0,141372,Home,0
43,70376,659,166,990,103110,0,2,262464,Personal,1
19,149166,603,39,1530,246048,0,1,367214,Car,1
46,113668,752,150,1730,312111,0,0,478159,Car,1
33,62762,692,141,3250,63753,0,1,77670,Personal,0
55,99606,656,105,360,247944,0,0,205113,Business,1
32,128570,719,14,4496,199893,0,2,522178,Personal,1
32,170083,613,81,5626,700439,0,2,495884,Home,1
46,83808,630,155,479,525752,0,1,446165,Home,1
49,58602,605,102,2777,319212,0,4,131889,Home,0
45,124307,741,66,1934,127187,0,0,168395,Medical,1
20,185840,609,20,2789,598324,0,3,593894,Car,1
46,139025,595,75,4073,850678,0,0,153215,Home,0
28,127361,724,28,3554,131075,0,0,222457,Personal,1
43,35700,495,61,924,168924,1,4,30876,Home,0
23,74933,673,90,908,120226,0,4,189983,Personal,0
45,65398,686,24,899,87491,0,1,92916,Personal,1
30,108069,698,129,2385,552558,0,1,188394,Home,1
25,168793,575,187,3115,664775,0,2,223006,Business,1
49,133169,713,42,6940,296807,0,1,381320,Car,1
43,154128,508,75,2801,129449,0,2,480595,Personal,1
33,160373,629,73,7001,219975,0,0,579168,Personal,0
57,184408,641,85,5829,796789,0,0,381562,Business,1
35,56250,768,96,1623,80256,0,0,83490,Personal,1
40,79268,653,109,3412,286844,0,1,215237,Business,1
43,110653,765,61,4405,588769,0,1,164361,Business,1
33,86814,701,95,2231,828800,0,2,149393,Home,1
46,120665,842,45,4132,268107,0,1,495993,Car,1
34,113061,629,11,3022,160061,0,0,88534,Personal,0
35,103296,644,139,3945,315862,0,2,344688,Business,0
56,67981,746,95,2656,59695,0,1,96223,Personal,0
28,42775,727,8,464,57770,0,0,107826,Personal,1
18,69101,718,45,1351,353894,0,0,190381,Home,1
59,62896,703,108,3589,45458,0,0,92112,Personal,1
65,77231,664,94,342,104033,0,3,395445,Personal,1
35,87436,560,64,846,73350,1,2,203469,Personal,0
18,96763,565,88,5763,100156,1,4,318632,Personal,0
36,57026,689,85,1956,421908,0,2,188753,Home,1
37,90402,572,88,1768,578511,0,2,264148,Home,0
38,114788,706,220,1874,979859,0,1,298260,Home,1
27,87678,647,55,1889,495673,1,5,209576,Home,0
47,102031,748,77,4816,133764,0,0,438001,Personal,1
46,147812,703,30,5367,159645,0,2,125332,Personal,1
22,157730,610,152,5486,1422688,0,1,207284,Home,0
48,113295,720,68,806,319988,0,1,487185,Car,1
65,127917,704,66,1879,455636,0,1,23576,Business,1
42,68167,671,85,2129,277515,0,2,106899,Car,1
36,129489,722,175,972,1244694,0,4,35111,Home,1
38,72073,610,14,928,261183,0,1,317409,Car,0
47,116877,622,65,2849,483364,0,1,563809,Business,1
19,219128,597,73,3569,234187,0,1,230111,Personal,1
42,149342,515,8,2507,608006,0,1,437002,Business,0
35,178220,565,250,7271,239990,1,0,449754,Personal,0
62,196201,634,93,7681,1238965,0,0,1013198,Home,1
38,111139,649,224,6610,87024,0,1,280739,Medical,1
60,143874,721,132,1114,1057704,0,0,268959,Home,1
27,64570,556,74,3236,73310,0,0,216082,Medical,0
47,132341,595,62,5051,55475,1,3,547479,Education,0
44,92697,637,55,2514,573923,0,0,130007,Home,1
30,41971,652,91,349,126311,0,0,119022,Car,1
42,153864,705,18,2620,141814,0,1,100797,Personal,1
55,184766,555,111,13030,788136,0,2,168148,Home,0
36,89083,774,235,3479,285226,0,0,151050,Car,1
20,81001,639,115,3537,411429,0,0,199151,Home,0
40,137944,766,168,5203,749179,0,1,32552,Business,1
29,179375,713,31,913,225146,0,3,95600,Car,1
36,40890,574,80,411,48193,1,5,186168,Personal,0
39,75938,609,61,2534,84718,0,2,266566,Education,0
20,142179,495,37,2186,183424,0,3,488220,Personal,0
21,63898,578,261,184,471764,0,1,19916,Home,0
46,96988,643,27,4568,646313,1,1,333570,Home,0
34,47836,613,51,2933,58576,1,3,49836,Business,0
18,138157,573,105,7067,195352,0,1,285281,Personal,0
49,91702,620,42,3157,228922,0,2,109593,Business,0
43,105874,604,55,1271,353233,1,1,114654,Business,0
31,86641,594,88,1160,611684,0,0,275407,Home,1
24,76686,671,65,2415,166141,0,1,64361,Car,1
50,150110,535,49,5159,182963,0,1,285092,Personal,0
44,135019,717,69,5281,324970,0,0,336506,Business,1
65,49389,650,57,2936,65555,0,2,85032,Personal,0
45,156733,685,108,6242,487650,0,1,247070,Business,1
45,33104,641,102,1550,245983,1,4,137549,Home,0
38,138692,632,124,1981,816190,0,1,672598,Home,1
50,81950,538,91,1718,58144,0,1,184011,Personal,0
48,50333,849,49,1458,62270,0,1,267724,Personal,1
55,79835,707,259,4777,356962,0,0,47962,Home,1
34,84320,650,46,3327,182268,0,0,58989,Business,0
35,97277,696,40,2061,155097,0,1,165351,Car,1
34,127269,645,30,4404,696469,0,0,288175,Home,1
49,70949,582,43,488,174955,0,0,347633,Car,1
58,91695,585,59,2430,67214,0,2,274458,Personal,0
34,114926,768,34,2448,69213,0,3,132541,Medical,1
35,47671,644,56,1161,70433,0,1,217618,Education,1
44,171231,720,170,433,1389951,0,0,570766,Home,1
37,133407,716,18,2293,128426,0,0,479062,Personal,1
51,129714,642,30,1396,100375,0,0,104582,Personal,1
18,35004,652,59,395,371409,0,2,59865,Home,0
30,32865,613,99,1105,31228,0,0,18869,Medical,0
31,192183,665,48,5750,1335497,1,1,809490,Home,0
18,60664,724,37,2267,181928,0,4,31821,Car,0
28,115955,733,22,4872,310779,0,0,409966,Car,1
29,84707,560,24,4407,90834,1,2,322177,Personal,0
38,163907,635,116,2515,1030038,1,2,612538,Home,1
53,169906,584,57,2955,701239,1,4,280861,Business,0
37,117612,754,178,8218,91597,0,0,457605,Medical,1
28,171454,659,58,6068,629708,0,1,167963,Business,1
39,163024,686,88,4241,151782,1,1,565005,Personal,0
53,42587,660,83,2607,392989,1,3,49806,Home,0
28,114225,611,46,2039,113227,0,2,247513,Personal,1
29,75140,793,32,3597,327562,0,0,184785,Home,1
47,54678,746,4,565,258310,0,3,184174,Home,1
37,134327,684,132,2441,382084,0,0,96451,Business,1
48,106522,592,35,2734,996038,0,1,161308,Home,0
40,142615,637,88,6588,569464,1,3,538364,Business,0
48,35274,675,57,1414,176411,0,2,129739,Business,0
28,109381,633,15,4031,176646,0,2,88315,Personal,0
40,186324,594,182,8159,218178,1,3,714618,Personal,0
37,96355,650,80,1969,416077,0,1,421399,Business,1
25,108956,626,101,3240,704439,0,0,99532,Home,1
21,39947,541,124,2387,101110,0,0,112712,Car,0
48,112123,541,106,3111,78156,0,2,154130,Personal,0
36,39006,670,32,412,39511,1,3,139324,Education,0
28,156975,662,132,4488,844396,1,1,334671,Home,0
39,98866,704,67,4666,222941,1,2,155653,Car,0
54,67058,747,64,1873,172208,0,0,127171,Car,1
18,199393,545,204,3554,803303,1,3,319133,Car,0
22,145115,604,205,4198,239045,0,0,290057,Car,1
29,136865,540,68,3459,1120018,0,1,328985,Home,0
58,114885,781,96,1724,119900,0,2,290092,Personal,1
43,63284,652,148,2182,159791,0,0,156681,Car,1
49,184574,551,79,6658,379700,1,2,682881,Business,0
26,65419,666,73,1700,95334,1,2,26034,Personal,0
27,74405,582,119,2558,183908,0,0,293087,Car,0
45,102877,719,69,5012,640417,0,0,523218,Business,0
41,93131,609,67,3637,438545,1,6,222229,Home,0
47,92039,635,113,1464,201071,0,1,345955,Home,1
38,150368,550,55,3253,829915,0,0,100497,Home,1
43,79115,618,82,1734,276379,1,2,402192,Business,0
42,33031,637,131,146,25956,0,1,69115,Personal,0
49,167823,669,49,9427,797799,1,3,904018,Home,0
50,121350,791,137,7019,452295,0,0,530036,Business,1
21,129500,441,10,5406,98815,1,5,493665,Personal,0
18,203627,702,65,2965,206013,0,0,655840,Personal,1
52,81213,616,47,2479,104691,1,1,278443,Personal,0
54,114714,637,154,5894,172562,0,0,499881,Personal,0
28,50727,601,14,3035,69652,0,0,116945,Medical,0
18,172639,614,49,11159,226219,0,1,133604,Personal,0
41,117295,544,44,4782,139374,0,1,50844,Personal,0
51,61105,725,67,2189,62111,0,0,80130,Personal,1
62,98913,632,216,889,180120,1,1,283640,Personal,1
46,140567,787,88,3128,628602,0,0,483771,Business,1
36,118663,725,123,2810,327420,0,1,292924,Car,1
29,72742,713,130,2458,116746,0,0,141613,Personal,1
40,165559,832,32,5871,1320149,0,3,656436,Home,1
36,123606,622,221,1670,205602,0,2,456951,Car,1
28,93562,713,166,3706,316986,0,0,155310,Business,1
65,110720,536,149,5112,126089,0,0,94400,Education,0
61,163998,695,63,4888,350857,0,3,972992,Business,1
54,109654,703,194,4138,372612,0,1,448095,Car,1
29,143140,719,90,7188,498052,0,2,378169,Car,1
50,69620,604,35,3145,162841,0,2,264054,Car,0
48,52153,685,191,1795,138095,0,2,52056,Business,1
45,160289,623,98,6222,132074,0,1,460515,Medical,1
55,168811,628,78,6392,205142,0,3,501453,Personal,1
48,137650,638,84,6720,232185,0,1,508331,Car,1
49,35675,669,113,1098,31433,0,1,189760,Personal,0
48,68187,673,34,998,109162,1,4,59939,Personal,0
44,164984,745,33,1311,77712,0,0,690274,Personal,1
19,70722,736,99,693,105663,0,0,118436,Personal,1
41,135838,650,56,4669,646065,0,0,378979,Home,1
33,176100,706,15,8959,172684,1,5,341426,Personal,0
25,27822,672,13,872,26785,0,1,90386,Personal,0
60,71695,612,84,1224,356845,0,1,325321,Home,1
61,76678,653,112,2197,300189,0,1,394363,Business,1
56,92081,697,115,2135,117853,0,0,324924,Personal,1
43,74946,731,52,1322,62826,0,1,147733,Personal,1
56,88971,684,170,3461,128365,0,2,176087,Personal,1
40,151380,723,38,911,968801,0,1,478403,Home,1
42,154311,730,18,6877,182118,0,0,258282,Personal,1
27,137644,707,47,2563,752526,0,1,575707,Home,1
45,115117,651,98,4501,109998,0,1,385385,Education,1
41,139082,650,82,7151,365167,0,0,110384,Car,0
24,205178,610,120,2842,270375,0,0,614910,Personal,1
39,170795,697,104,11172,195358,0,0,504396,Personal,0
39,168982,559,94,6304,404687,0,0,586350,Business,0
62,205514,779,75,10776,117986,0,2,290659,Medical,1
51,170393,650,39,1903,247284,0,1,76602,Personal,1
40,143883,573,75,4998,854708,0,0,42540,Home,0
43,61424,724,58,819,177544,0,0,192315,Car,1
41,50094,615,32,2889,303964,1,2,205338,Home,0
38,90661,674,15,5467,126210,1,7,270742,Personal,0
27,150872,591,81,6224,220654,0,1,351626,Personal,0
38,144355,610,46,8866,224464,0,0,461219,Personal,0
31,91494,752,121,1037,472466,0,1,168082,Home,1
25,57814,647,144,738,78424,0,2,80436,Personal,1
46,67408,696,74,2640,51345,0,1,15708,Personal,1
45,156392,662,98,3139,229647,0,3,60858,Personal,1
19,72163,652,76,1302,78994,0,1,198887,Personal,1
39,110471,617,52,1351,775065,1,1,160099,Home,1
52,64774,575,38,1549,56146,0,0,35048,Education,0
53,102815,691,19,183,189070,1,2,339485,Personal,1
52,73640,665,55,1898,74469,1,4,66881,Personal,0
40,144596,624,262,1116,104605,1,4,464861,Personal,1
30,114822,635,25,4340,113770,1,1,301710,Personal,0
27,67352,744,124,1187,538995,0,3,113397,Home,1
44,148388,713,202,1267,139740,0,1,583374,Personal,1
45,41402,676,124,1540,47953,1,4,92128,Medical,0
55,164826,604,10,3895,1272762,0,0,74862,Home,1
53,119384,688,113,3475,92913,0,1,224110,Medical,1
38,111480,610,190,0,288146,0,2,479346,Car,1
25,124856,633,227,5165,136621,0,1,455270,Medical,1
36,65947,753,68,1548,54637,0,1,187856,Personal,1
43,94336,586,35,1348,192754,1,0,307744,Car,0
38,72159,618,53,2000,112803,0,0,318118,Personal,0
33,54325,710,137,2339,415295,0,1,168040,Home,1
43,45733,736,16,1537,120272,0,2,138872,Car,0
34,58764,601,37,1923,449522,1,2,122647,Home,0
32,87122,640,103,5532,316532,1,4,84640,Home,0
44,124247,766,168,8839,235795,0,0,225351,Personal,1
35,100300,764,82,3457,152290,0,0,237272,Personal,1
43,159255,624,15,3910,255643,0,2,87794,Personal,1
43,137682,653,182,2140,134699,0,4,71777,Medical,1
26,140169,679,134,4513,150872,0,1,215192,Personal,1
34,57208,725,70,2873,71623,0,0,197257,Personal,1
57,168845,630,134,3167,1170392,1,1,259070,Home,1
26,133234,640,34,3240,891123,1,0,470919,Home,0
18,52148,850,38,2349,49440,0,2,93685,Personal,1
18,92749,735,34,1672,174246,0,0,124806,Personal,1
40,154441,702,85,2004,89772,0,2,114500,Medical,1
40,37853,623,222,1583,27519,0,0,7713,Personal,0
39,132047,678,67,3355,343007,0,0,550701,Car,1
55,108607,652,155,4221,189011,0,1,630398,Car,1
18,132697,631,150,89,1161816,0,0,30901,Home,1
45,127038,615,92,3221,381322,0,0,629107,Car,1
59,41944,607,152,1322,44311,1,4,59117,Personal,0
26,171992,657,91,1194,223871,0,1,494809,Personal,1
35,116995,573,144,2127,389568,1,4,530786,Home,0
31,136844,518,234,5680,131061,1,4,374451,Education,0
29,43919,601,70,1119,310643,0,1,30661,Home,0
36,88308,664,185,1820,78262,1,1,327277,Personal,1
57,54972,567,96,3192,158498,1,4,80189,Car,0
62,180369,544,95,5322,1352507,1,5,163560,Home,0
36,160815,584,149,8820,201914,0,1,267245,Personal,0
63,69629,679,103,4018,479643,0,1,400568,Home,0
40,133085,673,161,5131,162301,0,1,517560,Personal,1
61,44627,596,190,1437,40304,0,1,145171,Personal,0
39,72503,604,117,2189,553328,0,0,24689,Home,0
42,151776,658,10,9402,963377,0,0,22654,Home,0
44,32753,667,54,2078,199469,1,3,154951,Business,0
65,95198,633,59,979,108276,0,0,57564,Personal,1
50,102043,739,26,2033,275277,0,3,131321,Car,1
32,161363,639,118,4703,334239,0,1,275436,Car,1
52,67561,727,117,2683,60484,0,0,58460,Personal,1
36,205108,730,165,930,876098,0,0,676103,Home,1
34,105698,543,50,6208,199325,1,2,440027,Business,0
51,51424,717,195,1798,178008,0,0,177758,Car,1
40,21610,724,50,593,114205,0,0,100992,Car,0
43,137038,711,129,1009,172207,0,1,630962,Personal,1
40,97395,560,174,3168,244775,1,0,384319,Car,0
44,38583,631,87,741,57567,0,1,200894,Personal,1
45,129801,626,305,2135,144927,0,0,494216,Personal,1
18,80225,762,115,1006,121391,0,1,77661,Personal,1
48,133336,750,135,3645,217509,0,0,435342,Car,1
28,61914,616,40,4074,94987,0,0,193989,Personal,0
23,105829,636,113,8024,185785,0,2,154562,Personal,0
39,110036,553,20,1952,637770,0,0,112438,Business,0
41,109564,654,60,1506,332077,1,6,135400,Business,0
32,119493,787,208,5066,91191,0,1,360312,Education,1
50,108844,527,70,2580,454170,1,5,91388,Business,0
24,112367,543,33,6958,355285,1,5,251682,Home,0
35,72273,605,237,3286,92138,0,0,149329,Personal,0
33,49116,663,74,2099,195154,0,0,197146,Car,0
39,44266,666,48,1545,125971,0,0,122902,Car,0
43,157309,600,110,7693,1718672,0,0,195108,Home,0
28,60009,702,80,784,80765,0,0,120772,Personal,1
49,55489,671,22,1984,200559,0,0,42040,Business,0
41,237126,748,123,8005,1320001,0,0,820545,Business,1
18,121796,653,130,2673,148080,0,1,201569,Personal,1
18,179690,628,10,3003,903356,0,0,480590,Home,1
40,106867,719,54,4649,635335,0,0,376303,Home,1
37,33909,770,54,1058,62111,0,0,145586,Personal,1
39,25289,553,161,146,98746,0,1,73466,Business,0
40,159469,734,9,5997,273223,0,0,437204,Personal,1
43,50057,564,82,2658,316232,1,3,59724,Home,0
51,82429,760,70,94,502284,0,2,333543,Home,1
27,91706,536,100,6104,409304,0,2,295394,Business,0
26,146733,710,65,3235,391861,0,1,591603,Car,1
27,106808,702,72,1838,324787,0,1,281556,Car,1
43,64239,654,127,3516,180991,0,4,292991,Car,0
55,66259,709,98,445,62086,0,0,14109,Medical,1
35,35781,714,37,687,35866,0,0,49726,Medical,0
18,184906,696,11,4935,1360493,0,2,140243,Home,1
20,102276,596,96,4161,235638,0,1,175546,Car,0
30,28818,596,55,566,87249,0,1,103388,Car,0
33,129607,709,122,5535,120739,0,1,513564,Personal,1
35,88142,578,136,3182,143750,0,0,146654,Personal,0
40,199650,512,153,1693,1022638,1,0,555308,Home,0
36,144426,618,55,2490,580922,0,0,439771,Home,1
53,68666,598,11,914,28781,0,0,272466,Education,0
32,123658,709,61,2396,125045,0,0,431931,Personal,1
30,67451,680,119,664,55837,0,0,55451,Medical,1
46,143146,745,189,1856,491721,0,1,611155,Car,1
22,122336,743,154,2349,564935,0,1,373495,Home,1
45,58711,715,76,2802,70820,0,1,9855,Personal,0
41,169611,580,206,4930,196309,1,2,656187,Medical,1
38,91603,719,91,1466,56041,0,2,400940,Medical,1
59,55711,818,56,3564,278631,0,3,94667,Business,0
33,86199,663,35,5105,647626,0,2,306737,Home,0
65,30485,715,27,809,23788,0,0,77411,Personal,0
37,108483,637,44,1322,99519,0,4,308040,Personal,1
25,64198,480,13,1782,160455,0,0,46466,Business,0
41,95762,614,51,1846,262222,1,1,277771,Car,0
27,63162,759,126,1455,88344,0,1,10394,Personal,1
31,127810,640,173,6021,764951,0,2,285072,Home,0
45,54632,728,70,1394,52400,0,1,101910,Car,1
47,93584,764,34,973,51622,0,1,329457,Personal,1
33,205368,623,34,5094,971223,0,0,519241,Business,1
52,118544,618,40,1825,525656,1,4,262153,Home,0
54,74238,626,99,2121,81864,0,0,205286,Medical,0
57,55416,577,90,1501,459249,0,2,50228,Home,0
46,84139,654,105,2842,78254,0,3,433888,Car,1
56,156633,541,97,824,184458,0,0,403252,Personal,1
18,148538,484,52,9032,829591,0,1,253467,Home,0
36,208895,688,70,3826,719882,0,1,441691,Car,1
30,68479,624,70,2467,90512,0,3,97554,Personal,0
41,56107,611,130,2366,57922,0,0,138754,Education,0
